file_name,score
10624.pkl,0.0
10625.pkl,7.769982e-27
10626.pkl,3.117307e-32
10628.pkl,0.04792144
10630.pkl,1.5332092e-25
10631.pkl,0.99997294
10632.pkl,0.78520507
10633.pkl,0.99996233
10634.pkl,3.5319944e-17
10636.pkl,3.349305e-09
10637.pkl,6.150796e-23
10638.pkl,0.99750805
10640.pkl,1.4016946e-09
10641.pkl,2.4261761e-11
10646.pkl,0.0014959858
10648.pkl,3.8373923e-08
10650.pkl,0.0010456099
10652.pkl,3.903441e-15
10653.pkl,2.3891727e-05
10655.pkl,0.005628941
10656.pkl,2.9677448e-16
10658.pkl,1.0
1066.pkl,3.6890185e-08
10660.pkl,8.3144734e-08
10662.pkl,5.633261e-05
10664.pkl,4.5044657e-31
10666.pkl,0.9994948
10668.pkl,1.9518945e-11
10669.pkl,7.00086e-06
1067.pkl,3.8191954e-12
10670.pkl,2.8041048e-18
10673.pkl,6.411788e-39
10676.pkl,1.6216856e-32
10677.pkl,3.3189942e-14
10678.pkl,1.0002726e-19
10679.pkl,6.763832e-13
1068.pkl,4.8252367e-08
10680.pkl,0.9999844
10681.pkl,0.9999988
10683.pkl,7.87957e-31
10688.pkl,0.7523409
10689.pkl,0.21852057
1069.pkl,1.9046012e-06
10690.pkl,1.992563e-13
10693.pkl,2.3829037e-09
10694.pkl,9.306727e-05
10696.pkl,4.9615425e-12
10697.pkl,0.99997056
10699.pkl,1.8507424e-12
1070.pkl,4.089257e-30
10700.pkl,1.479869e-13
10701.pkl,1.2933208e-12
10702.pkl,0.03834464
10704.pkl,0.999998
10707.pkl,0.9999666
10710.pkl,2.3252296e-11
10711.pkl,9.68982e-06
10715.pkl,4.4843146e-06
10717.pkl,4.2856695e-06
10719.pkl,2.7349553e-11
1072.pkl,2.0484394e-13
10722.pkl,4.3441455e-17
10724.pkl,1.9408031e-10
10725.pkl,3.6281126e-28
10726.pkl,4.4051646e-28
10728.pkl,0.9752793
1073.pkl,1.0
10730.pkl,6.421775e-05
10732.pkl,5.678598e-14
10733.pkl,1.6646803e-06
10734.pkl,1.3447474e-10
10735.pkl,1.945011e-23
10739.pkl,0.9948632
10741.pkl,3.6110333e-09
10744.pkl,4.5589046e-11
10745.pkl,0.99816656
10746.pkl,0.0013684129
10748.pkl,1.5561896e-14
1075.pkl,4.8762054e-27
10751.pkl,1.2190165e-05
10752.pkl,9.289944e-28
10753.pkl,6.319927e-07
10754.pkl,0.99999964
10755.pkl,5.530144e-09
10756.pkl,0.89365137
10759.pkl,1.4473665e-14
10761.pkl,3.8458692e-16
10763.pkl,1.0
10764.pkl,2.139659e-12
10767.pkl,0.99302155
10768.pkl,0.1741182
10769.pkl,0.9749337
10770.pkl,0.97293335
10771.pkl,1.8699278e-16
10772.pkl,5.0338957e-18
10774.pkl,2.771411e-21
10776.pkl,8.394224e-31
10779.pkl,2.7166765e-29
10780.pkl,0.99977785
10781.pkl,1.0
10784.pkl,8.223389e-24
10785.pkl,0.9810011
10786.pkl,0.28975868
10787.pkl,0.99793243
1079.pkl,1.0
10791.pkl,0.0008464919
10792.pkl,1.0
10794.pkl,0.9999999
10797.pkl,0.99984634
10799.pkl,3.5835942e-13
1080.pkl,0.9990945
10800.pkl,6.0494043e-10
10801.pkl,1.2636574e-06
10802.pkl,1.4499427e-24
10803.pkl,2.5053741e-05
10808.pkl,1.0
10809.pkl,5.732284e-20
10811.pkl,3.7439268e-34
10812.pkl,2.3890275e-14
10815.pkl,2.9882598e-17
10816.pkl,1.7844663e-10
10818.pkl,8.117649e-21
10819.pkl,2.058375e-06
1082.pkl,0.6528816
10821.pkl,6.937964e-29
10825.pkl,7.86775e-20
10826.pkl,1.9154836e-13
10827.pkl,1.8396464e-30
10829.pkl,0.9998273
1083.pkl,0.57924557
10830.pkl,1.0
10832.pkl,0.009714901
10834.pkl,0.1393243
10836.pkl,0.9629475
10837.pkl,1.4448402e-10
10838.pkl,0.011375171
10840.pkl,1.1234771e-15
10842.pkl,5.9322416e-32
10844.pkl,2.6416159e-28
10847.pkl,1.5123366e-27
10848.pkl,3.769244e-10
10849.pkl,3.961098e-09
1085.pkl,2.236333e-09
10850.pkl,7.68736e-15
10851.pkl,1.120519e-16
10852.pkl,2.9755516e-05
10853.pkl,2.8316449e-33
10854.pkl,1.0
10855.pkl,6.872451e-30
10857.pkl,4.3231067e-22
10858.pkl,1.8311277e-09
10859.pkl,0.42211378
10860.pkl,1.5355032e-18
10861.pkl,4.7770093e-14
10863.pkl,1.0
10864.pkl,8.769701e-15
10868.pkl,0.99997234
1087.pkl,1.0
10870.pkl,0.00020346306
10872.pkl,2.4791844e-09
10873.pkl,8.475244e-12
10875.pkl,0.99998677
10878.pkl,1.3268332e-11
10879.pkl,2.0543363e-09
1088.pkl,0.999757
10880.pkl,1.0
10881.pkl,5.211022e-11
10883.pkl,1.77165e-14
10884.pkl,1.1335944e-29
10886.pkl,4.3559285e-09
10887.pkl,0.0004133037
10888.pkl,7.0051464e-20
10889.pkl,1.1146923e-10
1089.pkl,8.0680636e-30
10896.pkl,0.9999993
10897.pkl,1.0
10899.pkl,1.0
109.pkl,0.9999318
10901.pkl,0.99938
10903.pkl,3.687829e-16
10904.pkl,2.9383918e-10
10905.pkl,0.00888167
10906.pkl,1.09143875e-13
10908.pkl,1.5694508e-07
10909.pkl,2.2179826e-27
10911.pkl,0.0
10913.pkl,0.99999547
10914.pkl,1.0
10916.pkl,3.564456e-11
10919.pkl,1.3703793e-09
1092.pkl,0.99998915
10920.pkl,9.982699e-23
10923.pkl,0.0
10927.pkl,3.662466e-13
1093.pkl,3.2257128e-15
10932.pkl,1.5704618e-16
10935.pkl,5.7390846e-14
10937.pkl,1.996258e-08
10938.pkl,9.694489e-10
10939.pkl,2.9282878e-21
1094.pkl,1.5200418e-05
10940.pkl,3.9087364e-08
10941.pkl,2.664179e-16
10943.pkl,1.2320465e-09
10944.pkl,8.776975e-09
10946.pkl,0.008929769
10947.pkl,1.8777954e-26
1095.pkl,2.6070333e-05
10950.pkl,0.02865117
10951.pkl,4.148689e-05
10953.pkl,6.63938e-06
10959.pkl,5.9114826e-24
10960.pkl,1.1004917e-10
10961.pkl,0.004028137
10963.pkl,1.0
10966.pkl,0.07494784
10967.pkl,0.27808583
10968.pkl,1.0
10969.pkl,4.6093336e-16
10971.pkl,6.6308714e-09
10973.pkl,1.0
10978.pkl,1.4899679e-14
10979.pkl,1.0
1098.pkl,3.4045462e-25
10980.pkl,2.3950395e-07
10981.pkl,0.019061374
10982.pkl,1.3138239e-22
10983.pkl,1.3292427e-14
10986.pkl,0.05986066
10987.pkl,0.9999726
10988.pkl,3.172442e-10
1099.pkl,1.0
10990.pkl,6.628039e-09
10991.pkl,0.8363058
10992.pkl,4.371985e-20
10994.pkl,1.0
10996.pkl,0.00020536374
10997.pkl,2.3187824e-10
10998.pkl,1.0
10999.pkl,3.6526915e-21
11.pkl,0.00036984903
1100.pkl,0.99682117
11001.pkl,5.8489274e-30
11003.pkl,1.353799e-13
11008.pkl,0.9462856
11009.pkl,1.0
11010.pkl,0.96375364
11012.pkl,1.0
11013.pkl,0.000111087254
11014.pkl,3.8649894e-08
11015.pkl,6.88701e-13
11020.pkl,0.99998593
11021.pkl,1.0
11023.pkl,0.99988997
11026.pkl,4.9827756e-16
11027.pkl,2.2231379e-07
11028.pkl,5.44738e-27
11029.pkl,0.999943
11030.pkl,1.0
11031.pkl,2.2192295e-17
11035.pkl,3.1355547e-13
11036.pkl,6.3193187e-07
11038.pkl,5.8324564e-13
11039.pkl,0.9981535
1104.pkl,0.0035707008
11040.pkl,0.0035701462
11041.pkl,1.9527043e-07
11044.pkl,3.6183114e-29
11045.pkl,2.3487967e-06
11048.pkl,0.9999901
11049.pkl,1.0
1105.pkl,1.657203e-14
11051.pkl,1.5837199e-14
11057.pkl,0.9260486
11061.pkl,4.4751768e-24
11065.pkl,1.0056001e-23
11069.pkl,9.4807506e-23
1107.pkl,0.9979748
11070.pkl,0.00033460604
11071.pkl,0.35855398
11076.pkl,2.8768914e-13
11077.pkl,2.8744069e-05
11078.pkl,2.9739882e-13
1108.pkl,2.1927198e-08
11081.pkl,0.61901945
11083.pkl,0.99645907
11084.pkl,3.1936218e-30
11085.pkl,2.337648e-06
1109.pkl,0.99999845
11091.pkl,9.741176e-18
11094.pkl,8.194384e-26
11096.pkl,7.415343e-23
11098.pkl,0.99705553
111.pkl,0.3288005
1110.pkl,8.1886836e-05
11101.pkl,0.9961133
11103.pkl,5.3564475e-26
11104.pkl,1.588343e-13
11105.pkl,0.99992204
11107.pkl,9.251569e-21
11108.pkl,3.8996304e-15
11110.pkl,5.4333976e-10
11112.pkl,6.7924035e-17
11114.pkl,0.99685174
11115.pkl,0.9999999
11118.pkl,1.0
1112.pkl,2.808477e-07
11120.pkl,0.0012695706
11122.pkl,1.1054757e-25
11123.pkl,4.009139e-15
11125.pkl,0.04418715
11128.pkl,1.0
11130.pkl,0.0617642
11131.pkl,0.029066497
11134.pkl,3.31767e-11
11135.pkl,7.4655995e-18
11136.pkl,7.431468e-05
11137.pkl,2.5793095e-29
11138.pkl,7.5068e-09
11139.pkl,3.6192474e-23
11140.pkl,5.679621e-16
11144.pkl,1.3745797e-33
11146.pkl,5.41538e-07
11147.pkl,6.7540874e-24
1115.pkl,0.9998468
11150.pkl,0.9881243
11155.pkl,4.513955e-26
11156.pkl,1.22467674e-26
11157.pkl,5.787623e-12
11159.pkl,3.8543432e-16
11160.pkl,0.9872339
11161.pkl,8.5636337e-10
11164.pkl,0.8364516
11165.pkl,7.470589e-17
11166.pkl,0.0036589126
11167.pkl,1.0
11168.pkl,3.6463395e-23
1117.pkl,1.0
11171.pkl,1.0
11172.pkl,0.04509348
11174.pkl,4.0708008e-05
11175.pkl,0.00056946266
11176.pkl,0.0038242168
11178.pkl,1.2002861e-15
11179.pkl,1.8441141e-16
11180.pkl,4.5466876e-18
11184.pkl,2.6589518e-07
11185.pkl,4.3137956e-16
11187.pkl,3.7884263e-05
1119.pkl,0.99998975
11191.pkl,3.1468952e-10
11192.pkl,0.9963528
11194.pkl,2.7303032e-13
11195.pkl,6.078704e-28
11197.pkl,4.432565e-13
11198.pkl,3.354964e-16
11199.pkl,0.06354459
112.pkl,7.8116918e-31
1120.pkl,6.812986e-12
11200.pkl,8.064024e-17
11201.pkl,1.0
11202.pkl,8.11128e-12
11203.pkl,2.7552294e-29
11206.pkl,0.9818118
11208.pkl,0.8105951
1121.pkl,2.6693965e-17
11210.pkl,0.9999335
11213.pkl,1.3586506e-11
11215.pkl,0.002621072
11217.pkl,0.0003806115
11218.pkl,2.1435498e-10
11219.pkl,0.45157844
11221.pkl,0.9970446
11225.pkl,0.9999988
11226.pkl,3.7075454e-25
1123.pkl,8.321894e-28
11231.pkl,1.1222458e-26
1125.pkl,6.7874923e-29
1126.pkl,0.12821604
1127.pkl,0.9987853
1129.pkl,0.99999857
1131.pkl,1.6784303e-14
1132.pkl,6.907881e-30
1136.pkl,1.1393821e-10
1137.pkl,0.0011875451
1138.pkl,1.4486346e-21
114.pkl,0.9994382
1140.pkl,1.3128924e-10
1142.pkl,0.0013747626
1143.pkl,0.99999404
1144.pkl,0.99993706
1145.pkl,9.479215e-05
1148.pkl,2.5667734e-23
115.pkl,4.123966e-14
1150.pkl,0.06634743
1152.pkl,7.226998e-14
1154.pkl,0.9999999
1155.pkl,0.00010433733
1156.pkl,1.0
116.pkl,0.99996865
1160.pkl,4.8357975e-15
1162.pkl,1.7672865e-10
1164.pkl,3.5337129e-28
1165.pkl,0.23261163
1166.pkl,1.0
1167.pkl,1.21213874e-08
1169.pkl,6.3286594e-31
117.pkl,5.3961486e-20
1171.pkl,1.6123622e-28
1172.pkl,2.7366238e-23
1173.pkl,1.5289144e-05
1177.pkl,8.380065e-09
1179.pkl,0.8667209
118.pkl,0.005607895
1180.pkl,3.3418964e-05
1185.pkl,2.9687108e-06
1186.pkl,7.2416065e-15
1189.pkl,1.0
1190.pkl,5.3680633e-08
1191.pkl,0.6063595
1193.pkl,0.24488223
1194.pkl,0.9513916
1195.pkl,0.0018279823
1196.pkl,8.137568e-14
1197.pkl,0.00029394595
1198.pkl,6.9474727e-14
1199.pkl,3.4146723e-21
12.pkl,4.609147e-05
120.pkl,7.026689e-28
1200.pkl,1.7344443e-09
1201.pkl,4.172459e-10
1202.pkl,7.5142626e-13
1203.pkl,0.99824595
1207.pkl,1.30105085e-11
1209.pkl,3.2481526e-09
1210.pkl,2.7815795e-28
1214.pkl,7.2413143e-12
1216.pkl,2.5556533e-06
1218.pkl,0.0002854986
1219.pkl,8.068453e-10
1223.pkl,3.392983e-06
1226.pkl,3.3516378e-06
1228.pkl,0.9995443
1229.pkl,4.0799976e-17
123.pkl,1.5673676e-16
1231.pkl,0.9999945
1232.pkl,0.99981695
1233.pkl,1.750496e-05
1234.pkl,2.7555404e-06
1238.pkl,6.229424e-09
124.pkl,3.9388287e-16
1240.pkl,1.0125777e-18
1241.pkl,1.0
1242.pkl,1.2424573e-29
1243.pkl,5.580625e-27
1245.pkl,2.434624e-17
1247.pkl,0.0013106033
1249.pkl,1.2566121e-17
1250.pkl,2.527002e-09
1251.pkl,1.3659997e-10
1252.pkl,0.999998
1253.pkl,1.0
1254.pkl,1.0
1257.pkl,1.8232446e-09
1258.pkl,3.6594734e-19
1259.pkl,1.0013131e-30
126.pkl,1.3270158e-05
1260.pkl,4.686717e-09
1262.pkl,0.9999976
1263.pkl,3.0570395e-30
1267.pkl,1.0214448e-21
1269.pkl,0.9999999
127.pkl,8.198022e-12
1270.pkl,4.77555e-26
1271.pkl,0.99999595
1272.pkl,1.0
1274.pkl,5.7203233e-13
1275.pkl,3.5357764e-06
1276.pkl,0.21732667
1277.pkl,5.9786543e-17
1279.pkl,1.0
1281.pkl,1.0
1284.pkl,4.5257238e-29
1286.pkl,0.023403717
1287.pkl,3.117924e-18
1289.pkl,0.99998486
129.pkl,1.0
1291.pkl,1.0
1293.pkl,0.016181018
1296.pkl,0.0003542141
1297.pkl,0.0018755033
1298.pkl,1.9775684e-18
1299.pkl,0.0008767207
13.pkl,4.0866915e-19
1300.pkl,0.9999927
1301.pkl,0.99988985
1303.pkl,0.0013853499
1304.pkl,6.036784e-21
1306.pkl,1.2574014e-20
1309.pkl,0.9996834
131.pkl,1.2801376e-22
1310.pkl,5.3153966e-13
1313.pkl,7.116116e-05
1314.pkl,0.9999796
1315.pkl,0.9999131
1317.pkl,0.9922512
1318.pkl,1.0
1319.pkl,1.0
1320.pkl,0.94488335
1322.pkl,1.0
1325.pkl,2.1770543e-16
1328.pkl,0.9800899
1329.pkl,1.0
1330.pkl,5.5003882e-30
1332.pkl,2.563115e-06
1333.pkl,0.0004328262
1335.pkl,8.11634e-12
1336.pkl,2.2182587e-05
1339.pkl,0.9999907
134.pkl,0.9997645
1342.pkl,1.3496661e-13
1344.pkl,8.267948e-27
1346.pkl,3.7969757e-24
1347.pkl,0.9999958
1348.pkl,4.353089e-16
1350.pkl,9.82224e-22
1351.pkl,2.3082787e-15
1353.pkl,3.727805e-06
1357.pkl,0.00011988712
1358.pkl,5.341074e-22
136.pkl,2.5534407e-17
1365.pkl,8.8589986e-13
1369.pkl,4.0775102e-16
137.pkl,1.1484553e-27
1371.pkl,1.791823e-10
1372.pkl,1.9230495e-10
1377.pkl,1.0
138.pkl,0.9996147
1381.pkl,5.6125926e-13
1384.pkl,5.7387043e-13
1386.pkl,8.230269e-11
1387.pkl,8.027957e-18
1389.pkl,7.8693807e-10
139.pkl,7.394131e-30
1390.pkl,0.9999993
1392.pkl,0.99850166
1393.pkl,2.3479147e-29
1395.pkl,0.034156006
1396.pkl,0.9970681
1398.pkl,0.9997818
14.pkl,0.97455704
1400.pkl,1.0
1402.pkl,1.3588274e-29
1403.pkl,5.6511587e-16
1404.pkl,7.855797e-24
1408.pkl,0.01917777
1409.pkl,0.45065475
1410.pkl,0.9998877
1411.pkl,1.518856e-11
1412.pkl,3.1434372e-23
1415.pkl,0.9999995
1417.pkl,4.450221e-31
1418.pkl,1.2262715e-25
1419.pkl,2.9113696e-13
142.pkl,0.99935573
1422.pkl,0.9900047
1423.pkl,8.5642184e-33
1424.pkl,8.088878e-08
1425.pkl,1.0
1426.pkl,4.345411e-22
1430.pkl,2.7766625e-06
1431.pkl,0.0005640639
1432.pkl,4.585922e-15
